id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
29,msg18851943,https://bitcointalk.org/index.php?topic=1879453.0,msg18846507,39309,Announcements (Altcoins),2017-05-03 12:18:49,Bemerand,Hero Member,532,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,   NOW THE 4TH TIME ASKING......,False
30,msg18844155,https://bitcointalk.org/index.php?topic=1879453.0,msg18844097,39309,Announcements (Altcoins),2017-05-02 22:32:46,fartbags,Legendary,1190,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"     Legal issues, they probably have to say this.",False
31,msg18844209,https://bitcointalk.org/index.php?topic=1879453.0,msg18844155,39309,Announcements (Altcoins),2017-05-02 22:39:19,limbaugh,Legendary,1312,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"      Right, a legal operation would make them liable for the funds they are stealing. Good point.",False
32,msg18844521,https://bitcointalk.org/index.php?topic=1879453.0,msg18844209,39309,Announcements (Altcoins),2017-05-02 23:20:23,APX.Ventures,Newbie,28,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   there is no stealing. APX Ventures is a very long-term project.  Quote from: sonobit on May 02, 2017, 10:40:21 PM Your logo looks like ARK's  this has been addressed  Quote from: APX.Ventures on April 27, 2017, 08:26:55 PM Quote from: ujang1 on April 27, 2017, 08:22:32 PM It is very likely that the emblem is taken from another popular project ARK.  I disagree, the triangle shaped logo is a very common one and is not exclusive to or 'owned' by ARK. Although there are similarities, that is due to the aesthetic appeal of the triangle shape. We are not imitating ARK.",False
33,msg18844572,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 23:27:21,gegebitlover,Member,116,10,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"invest in APX for what ? A website with 1 page, and 3 other in construction (project not even finished) a platform of rx 470? A mining contract for 0.095 to win 0.005 in 24h? 681 apx for 1 btc more expensive than golem ark ubiq maid xem ripple game lisk sys .... which are real project with a real website a real road map and real partner. So what apx serves is in fact to buy you mining rig for you because Misty Mountain Mining sa sounds like a company but nothing to find on the net if a gold mining site in virginia sa feels the project itself not start or no Project and with ubiq everyone can create his token bittrex just pay them for a cowfunding and I have already heard rumors about the project person he already create token that nothing we do it we just empty their token not enough assets for invest 1 page web it's not enough  remenber ebitz more publicity cointelegraphe 3 review partner dev going the sun with more 250btc",False
34,msg18844622,https://bitcointalk.org/index.php?topic=1879453.0,msg18844521,39309,Announcements (Altcoins),2017-05-02 23:33:58,limbaugh,Legendary,1312,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,    Yea? Taking a page from the old BTC securities mining bond shams. All of which are dead now.  Long term my ass. This ICO is only to pay off your debts because you lack the crypto skills to succeed legitimately.  Despicable.,False
35,msg18844692,https://bitcointalk.org/index.php?topic=1879453.0,msg18844622,39309,Announcements (Altcoins),2017-05-02 23:43:46,APX.Ventures,Newbie,28,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,    You are making false assumptions. Please keep yourself updated on this project before you fully make up your mind.,False
36,msg18845510,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-03 01:45:22,temprez666,Newbie,1,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,So this will be a donation for a pumper group?  Will you pump the coins you are mining?,False
37,msg18846507,https://bitcointalk.org/index.php?topic=1879453.0,msg18840300,39309,Announcements (Altcoins),2017-05-03 04:03:32,Bemerand,Hero Member,532,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"     This is now the third time asking. Is there a reason you keep answering everyones else questions but are ignoring mine? I would like answers to my previous questions please. Have you developed any coins before, or been part of any coin development teams? Have you ever been paid from an ICO before?",False
38,msg18846666,https://bitcointalk.org/index.php?topic=1879453.0,msg18846507,39309,Announcements (Altcoins),2017-05-03 04:28:04,dukeneptun,Legendary,1064,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   Ace, for what reason are you skipping this dudes questions.",False
39,msg18846704,https://bitcointalk.org/index.php?topic=1879453.0,msg18846666,39309,Announcements (Altcoins),2017-05-03 04:33:38,APX.Ventures,Newbie,28,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,    His signature says more than enough. If he is genuinely interested in the project I invite him to join our slack or telegram.,False
40,msg18846882,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-03 04:54:06,MagicOne,Member,92,10,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,I have read through all 256 words on the website and had a look over the ANN here and I really don't get what is on offer.  As others have said it looks like a small scale cloud mining operation with some extra crypto jargon added on.  I hope people do not lose money on this.  I am out.,False
41,msg18846890,https://bitcointalk.org/index.php?topic=1879453.0,msg18846704,39309,Announcements (Altcoins),2017-05-03 04:54:50,Bemerand,Hero Member,532,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   You're not answering my questions because of my signature? That sounds like a business man I want to invest in. LMAO. No seriously, I never even once eluded to this being a scam, im just wondering if what I heard was true and that's why im coming to you and asking you first before making and decisions.  Will you please answer my questions now. Thank you.",False
42,msg18846937,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-03 05:00:58,sia,Newbie,22,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"""Each token does not represent equity or rights to or in APX Ventures in any way""  then, what the public invest for ?",False
43,msg18847617,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-03 06:18:19,nathalie20,Legendary,980,1001,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,Interesting project. I will be waiting for his solution. Just why is the price so high?,False
44,msg18847983,https://bitcointalk.org/index.php?topic=1879453.0,msg18846704,39309,Announcements (Altcoins),2017-05-03 06:53:06,dukeneptun,Legendary,1064,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,   You shouldn't let peoples sigs dictate how you treat them baring some exceptions obviously. I don't have the sig so let me ask you. Is this your first ico or coin that you've developed?,False
45,msg18848552,https://bitcointalk.org/index.php?topic=1879453.0,msg18846507,39309,Announcements (Altcoins),2017-05-03 07:46:36,troicho,Member,84,10,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,     Next time try some bigger font and someone might pay attention to you? Clown.,False
46,msg18848979,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-03 08:22:31,Epimetheus,Legendary,1120,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,I am in of course. Max 1M tokens starting at a price below 150k Went in blind. Why did you guys set the initial price per token so low?  Good luck guys.,False
47,msg18849170,https://bitcointalk.org/index.php?topic=1879453.0,msg18834045,39309,Announcements (Altcoins),2017-05-03 08:41:02,Flomess,Hero Member,706,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   So, can we have an answer to this or nah?",False
48,msg18849217,https://bitcointalk.org/index.php?topic=1879453.0,msg18846507,39309,Announcements (Altcoins),2017-05-03 08:45:28,fedmahnkassad,Hero Member,812,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   What does coin development has to do with anything here? They are not developing a coin, they are issuing tokens.",False
49,msg18849549,https://bitcointalk.org/index.php?topic=1879453.0,msg18847617,39309,Announcements (Altcoins),2017-05-03 09:14:02,realneural,Newbie,43,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   What do you mean by high price? If the unsold tokens are burned by Bittrex, the price is just what it is. If you had invested say 1% of all bitcoin invested you will get 1% share of all the tokens, simple as that.",False
50,msg18838652,https://bitcointalk.org/index.php?topic=1879453.0,msg18838556,39309,Announcements (Altcoins),2017-05-02 14:39:33,Katewind,Member,122,92,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,     It sounds good . I will join this game . Crowdfund directly deposited to Bittrex exchange is very safe for all investors it also proves a trusted project to list on the bittrex exchange. I like this way of crowdfund.,False
51,msg18840300,https://bitcointalk.org/index.php?topic=1879453.0,msg18834045,39309,Announcements (Altcoins),2017-05-02 16:27:26,Bemerand,Hero Member,532,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   Hello dev. It looks like you must have missed my questions, totally understandable, you must be a busy person.  Can you please answer my questions now though. Thank you.",False
52,msg18840513,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 16:43:57,VenMiner,Hero Member,728,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,ICO IS OPEN https://bittrex.com/Market/Index?MarketName=BTC-APX  Good luck to all.  ,False
53,msg18841349,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 17:48:40,mankeen,Sr. Member,644,292,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,The Apx Crowdfund has distributed 2080.80 APX = 3 Btc ,False
54,msg18841546,https://bitcointalk.org/index.php?topic=1879453.0,msg18841349,39309,Announcements (Altcoins),2017-05-02 18:03:04,mikandri,Full Member,124,100,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,   149222.08 right now,False
55,msg18841669,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 18:13:33,scolary23,Sr. Member,812,253,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"All in here, nice apx",False
56,msg18841766,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 18:20:55,Nefritox,Sr. Member,358,251,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"235263.34 APX, and here i am... waiting for bitcoin transaction confirmation   Edit: Already on board! ",False
57,msg18842191,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 18:57:25,Brickabrac,Newbie,30,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,Super excited for this one...some really great talent involved! All in!!,False
58,msg18842455,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 19:25:47,Dirgantara,Hero Member,588,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"What if the crowdfund finished before May 23, will bittrex open the market sooner or they will stick to the plan around May 26?",False
59,msg18842657,https://bitcointalk.org/index.php?topic=1879453.0,msg18842455,39309,Announcements (Altcoins),2017-05-02 19:48:20,VenMiner,Hero Member,728,500,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   On or before 05/26/17 Bittrex will release the funds raised to the APX team, and open the market for trading.  All info here: https://bittrex.com/crowdfund/apx",False
60,msg18842806,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 20:03:51,physics137,Newbie,9,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"According ot https://bittrex.com/crowdfund/apx) $636,000 in BTC has been poured into this venture so far.  Good looking team, but they have nothing. No whitepaper, no demo, no specifics. Link to ""blog"" gives a 502 bad gateway error. This is #BlockchainInsanity  At least the founders/ advisers are only taking 10% of the tokens and doing it in a delayed release way (10,000 per year under escrow), and not the 90+% that the Gnosis team took.  I would stay away from this one.",False
61,msg18843616,https://bitcointalk.org/index.php?topic=1879453.0,msg18842806,39309,Announcements (Altcoins),2017-05-02 21:22:24,limbaugh,Legendary,1312,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"    It appears to be a mining contract, which historically has pathetic returns and some other tacked on BS features.  They will let us know the technical details after the ICO has ended. Just like Obamacare.  Run by failed anonymous crypto traders.  What could possibly go wrong?",False
62,msg18843824,https://bitcointalk.org/index.php?topic=1879453.0,msg18843616,39309,Announcements (Altcoins),2017-05-02 21:46:14,realneural,Newbie,43,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"    Why fud and lies? It appears to be not a mining contract, mining is just a fraction of it. Also run by successful crypto traders, founder is not anonymos either.  d y o r",False
63,msg18843836,https://bitcointalk.org/index.php?topic=1879453.0,msg18843616,39309,Announcements (Altcoins),2017-05-02 21:47:22,samspaces,Legendary,1346,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"    The Ubiq is worth a lot, but there's hardly a buy wall for that. They are free Ubiq whales now, though. So it's over 200 Bitcoin for 2 cryptotraders with an unconvincing idea and 10 gpu's.",False
64,msg18843872,https://bitcointalk.org/index.php?topic=1879453.0,msg18843616,39309,Announcements (Altcoins),2017-05-02 21:50:57,Thefrolly,Sr. Member,658,250,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   well, looks like you dont know how to read...",False
65,msg18843896,https://bitcointalk.org/index.php?topic=1879453.0,msg18843824,39309,Announcements (Altcoins),2017-05-02 21:55:12,limbaugh,Legendary,1312,1000,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"   Sorry, not convinced by a month old sock puppet. Getting shadier by the minute. Pass on this noobs much better options out there.  condolences to those already invested in this cash grab ICO scheme.",False
66,msg18843944,https://bitcointalk.org/index.php?topic=1879453.0,,39309,Announcements (Altcoins),2017-05-02 22:01:44,Kewl,Newbie,41,0,,[ANN] Λ (APX) APX Ventures | Ubiq-Secured | Crowdfund + Escrow via Bittrex ✔ |,"User rating system for Cryptocurrencies how would it really work? First of all, most of the users are very little informed about CCs then, them rating other Cryptos would be really unreliable.",False
