id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg41085104,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-06-28 14:10:40,Coinr88,Full Member,295,101,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Invested some. Let's see where it goes,False
61,msg32897147,https://bitcointalk.org/index.php?topic=2399904.0,msg32860951,5908,Announcements (Altcoins),2018-03-22 11:01:09,piccionipier,Sr. Member,258,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,   yeah no problem.. by the way they even use your wordings and stole some of your token economy strats too. just fyi. thx,False
62,msg32923073,https://bitcointalk.org/index.php?topic=2399904.0,msg32897147,5908,Announcements (Altcoins),2018-03-22 17:16:39,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Thank you for your input, we have informed the community of such events via the social media.",False
63,msg32955185,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-23 06:07:25,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community!  Only 2 days left before the start of public presale! Major and regular investment bonuses will be x3 times bigger during the first 24h of the presale. Get whitelisted to be among the first to participate and claim your bonus early.  At SafeCrypt.io we are putting all our efforts into satisfying the actual demands of our community. Allowing users to participate using different cryptocurrencies not only makes it easier for a wider audience to take part in the token sale, but also helps us to demonstrate the functional prototype of the platform itself.  We remind you that for the period of ICO (including pre-sale phase), SafeCrypt.io will accept the following cryptocurrencies (44):  Ethereum (ETH); district0x (DNT); TenXPay (PAY); BNB (BNB); Eidoo (EDO); Walton (WTC); Centra (CTR); Vibe (VIB); Storj (STORJ); Basic Attention Token (BAT); Open Trading Network (OTN); Ripio Credit Network (RCN); MCAP (MCAP); Salt (SALT); OmiseGo (OMG); TRON (TRX); 0x (ZRX); Monaco (MCO); Bitquence (BQX); SingularDTV (SNGLS); Santiment Network Token (SAN); AirSwap (AST); Golem (GNT); ChainLink (LINK); Status (SNT); Request Network (REQ); Kyber Network (KNC); Metal (MTL); Everex (EVX); Power Ledger (POWR); Moeda Loyalty Points (MDA); Populous (PPT); FunFair (FUN); Enigma (ENG); TokenCard (TKN); Iconomi (ICN); Aventus (AVT); Modum (MOD); Gnosis (GNO); Civic (CVC); Augur (REP); AdEx (ADX); Bancor (BNT); Bitcoin (BTC).  The presented selection of accepted cryptocurrencies may be extended during the ICO to satisfy the popular demand.  Thank you!",False
64,msg32969908,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-23 10:22:49,saltox,Member,196,10,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,This is a strong international team with wise and savvy advisors. The problem they tackle is of great importance!,False
65,msg32978444,https://bitcointalk.org/index.php?topic=2399904.0,msg32955185,5908,Announcements (Altcoins),2018-03-23 12:34:42,Stradivaria87,Newbie,18,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"    I root for you guys! It's amazing to see the rate of growth of the project and people around it, can't wait for ICO to start! You've already become top ICO and I wish you to become top exchange afterwards! Good luck to you!",False
66,msg32980416,https://bitcointalk.org/index.php?topic=2399904.0,msg32923073,5908,Announcements (Altcoins),2018-03-23 13:03:12,piccionipier,Sr. Member,258,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   yeah thx, I think people should know about such things, thx for raising awareness!",False
67,msg30613502,https://bitcointalk.org/index.php?topic=2399904.0,msg30536904,5908,Announcements (Altcoins),2018-02-19 13:18:15,stunningpeggy,Newbie,22,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"     Usually I avoid ICOs but your project is something completely different! The exchange you are developing is what people need, and the conditions for investors are very attractive! I admire you for caring about your investors and for having strong token economics. Got whitelisted, I'm sure you will be the best ICO this year!",False
68,msg30881318,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-23 07:33:38,yvesmarquez11,Newbie,98,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"really like the idea of the project! if have some free time, i will look through your whitepaper,can wait to see this",False
69,msg30912065,https://bitcointalk.org/index.php?topic=2399904.0,msg30881318,5908,Announcements (Altcoins),2018-02-23 15:58:42,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Thank you, Yves! We are receiving more and more appreciation from the well-known crypto experts, and we are very grateful to all our supporters helping us accomplish our goals.",False
70,msg30924237,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-23 19:15:13,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community,  We have received numerous valuable recommendations from our newly-joined advisors and from our supporters, which we are very grateful to for the provided feedback. In order to ensure the success of the project and to allow our backers to received the value they are looking for we are postponing the launch of the public presale. The new date will be announced soon.  We are striving to provide the highest quality of service and we are willing to launch the token sale with everything working like clockwork to ensure the success of the project.  Thank you.",False
71,msg31179844,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-27 12:15:19,jondel,Full Member,266,107,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hi Dev, I accidentally found a link to the safecrypt app in the google play store. Is this official from you? link: https://play.google.com/store/apps/details?id=com.techsafe.safecryptio",False
72,msg31262052,https://bitcointalk.org/index.php?topic=2399904.0,msg31179844,5908,Announcements (Altcoins),2018-02-28 13:37:12,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   We've had a closed alpha test of the Adnroid app, it will be updated and available for the open test according to the roadmap, we will announce the open test as soon as we have it ready.  Thank you.",False
73,msg31730751,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-06 19:47:15,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,A major announcement is coming for our whitelisted users.,False
74,msg31750335,https://bitcointalk.org/index.php?topic=2399904.0,msg31730751,5908,Announcements (Altcoins),2018-03-07 04:33:15,Stradivaria87,Newbie,18,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,   Can't wait for it! I want your exchange asap and I'm in devs. Nice to see giants of the market already recognizing you!,False
75,msg31897985,https://bitcointalk.org/index.php?topic=2399904.0,msg31730751,5908,Announcements (Altcoins),2018-03-09 07:03:46,Myrik_BY,Sr. Member,602,265,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,   I hope it will be something worthwhile.,False
76,msg31911629,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-09 11:15:27,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community,  SafeCrypt.io ICO is rated 4.9/5! We got into top charts of the upcoming ICOs this year and top 10 highest rated ICOs ever!  We could never expect such appreciation early on, thank you!",False
77,msg32025221,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-11 00:33:00,kurniawan05,Member,686,11,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"interesting and unique project, i will watch this thread.",False
78,msg32025282,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-11 00:35:31,sergey345,Member,154,10,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,How much your fees will be?,False
79,msg32030721,https://bitcointalk.org/index.php?topic=2399904.0,msg32025282,5908,Announcements (Altcoins),2018-03-11 03:52:16,kurniawan05,Member,686,11,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   The fees are 0.06%, u can find in first page of the top.",False
80,msg32037941,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-11 07:05:04,kurniawan05,Member,686,11,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,any telegram group for discuss about safecrypt ?,False
81,msg32039526,https://bitcointalk.org/index.php?topic=2399904.0,msg32037941,5908,Announcements (Altcoins),2018-03-11 07:38:13,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear kurniawan05,  Feel free to join us on Telegram!  Telegram channel: https://t.me/safecrypt Telegram supergroup: https://t.me/safecryptio  Thank you!",False
82,msg32204154,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-13 10:04:21,saltox,Member,196,10,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,I believe this to be something the community has been waiting for. good luck,False
83,msg32324860,https://bitcointalk.org/index.php?topic=2399904.0,msg32204154,5908,Announcements (Altcoins),2018-03-14 20:58:36,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Thank you, Saltox! We are constantly adapting and focusing our efforts to satisfy the actual demands of the community.",False
84,msg32326714,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-14 21:37:17,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear Community,  SafeCrypt.io is featured in a video review by CryptoCoin.News, an independent blockchain news site!  https://cryptocoin.news/videos/icos-videos/icos-this-week-eligma-safecrypt-xyo-ico-review-8974/  We thank CCN for appreciating the project!",False
85,msg32326761,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-03-14 21:38:15,Vyrtyx,Newbie,126,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Nice work!,False
86,msg32328702,https://bitcointalk.org/index.php?topic=2399904.0,msg32326714,5908,Announcements (Altcoins),2018-03-14 22:18:45,AlexTF.CCN,Jr. Member,140,1,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,    Thank you for the awesome project! We look forward to hearing more about you guys!  https://cryptocoin.news/,False
87,msg30078095,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 15:43:28,Said123,Newbie,38,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,this an awesome project.the prospact and potential is attractive,False
88,msg30091100,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 19:08:16,poupinou23,Newbie,64,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,hello how does your project protect us from transaction costs in case the costs should be higher do you guarantee your offer in case of price drop thank you,False
89,msg30093346,https://bitcointalk.org/index.php?topic=2399904.0,msg30091100,5908,Announcements (Altcoins),2018-02-11 19:48:30,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear poupinou23  SafeCrypt.io guarantees a transaction fee as low as 0.06%. Please note that the fee is paid separately from gas (the cryptocurrency-specific transaction fee).  We also remind you that for the period of ICO, SafeCrypt.io will accept the following cryptocurrencies (44):     Ethereum (ETH); district0x (DNT); TenXPay (PAY); BNB (BNB); Eidoo (EDO); Walton (WTC); Centra (CTR); Vibe (VIB); Storj (STORJ); Basic Attention Token (BAT); Open Trading Network (OTN); Ripio Credit Network (RCN); MCAP (MCAP); Salt (SALT); OmiseGo (OMG); TRON (TRX); 0x (ZRX); Monaco (MCO); Bitquence (BQX); SingularDTV (SNGLS); Santiment Network Token (SAN); AirSwap (AST); Golem (GNT); ChainLink (LINK); Status (SNT); Request Network (REQ); Kyber Network (KNC); Metal (MTL); Everex (EVX); Power Ledger (POWR); Moeda Loyalty Points (MDA); Populous (PPT); FunFair (FUN); Enigma (ENG); TokenCard (TKN); Iconomi (ICN); Aventus (AVT); Modum  (MOD); Gnosis (GNO); Civic (CVC); Augur (REP); AdEx (ADX); Bancor (BNT); Bitcoin (BTC)  The selection of accepted cryptocurrencies may be extended during the ICO to satisfy the popular demand.  Thank you for your question!",False
90,msg30101505,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 22:25:53,prodjey,Member,350,10,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hi,  When could i read a french traduction because i maybe invest if i understand your process ?  Thanks",False
91,msg30108917,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 02:40:13,justjez,Newbie,46,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"well, i like this a lot, a great project indeed..",False
92,msg30110426,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 03:41:48,misseven90,Newbie,7,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,do you plan to do Vietnammese translation? I want to invest this project,False
93,msg30110711,https://bitcointalk.org/index.php?topic=2399904.0,msg30071991,5908,Announcements (Altcoins),2018-02-12 03:52:03,ALWASA,Sr. Member,416,250,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,   Knowing that you are aiming to become #1 for cryptoexchange is very challenging because you are very determined to be on top. And knowing that the fees become lesser as possible is an amazing one.,False
94,msg30110909,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 03:59:03,eztia,Copper Member,250,1,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Great project and also love the security for the exchange. Cant wait,False
95,msg30111320,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 04:13:26,Schorsch2010,Newbie,4,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Hi the project is very interessting but one fact sounds weird. The coin owner will get a dividend every month. Tenx promised also a dividend and now they say that this is illegal because the coin would be a security like an share.,False
96,msg30117301,https://bitcointalk.org/index.php?topic=2399904.0,msg30101505,5908,Announcements (Altcoins),2018-02-12 07:06:00,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,   We are currently looking for a qualified french translator. The translation should be ready before the Presale starts.  Thank you.,False
97,msg30117593,https://bitcointalk.org/index.php?topic=2399904.0,msg30111320,5908,Announcements (Altcoins),2018-02-12 07:12:34,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear Schorsch2010,  We advise every participant to consult with legal specialist prior to participating in ICO. In some jurisdictions ICOs and cryptocurrency in general are very controversial topic. In the US, for instance, ICO is regarded as operations with illegal securities, thus being a citizen of the US and participating in ICO puts you at risk, therefore we do not recommend citizens of certain countries (such as China and USA) to participate in ICO events at all to avoid potential problems with tax commission agencies.  Thank you for your feedback, hope you find the answer informative!  With Kind Regards, SafeCrypt.io Team",False
98,msg30118146,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 07:23:37,darkzidez,Newbie,140,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,seems this project is interesting.  exploring now.goodluck,False
99,msg30124709,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 09:36:29,samar56,Newbie,124,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Awesome project, joining form?",False
100,msg30143230,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-12 14:46:15,mobile11,Newbie,3,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"i like this a lot, a great project indeed!!",False
101,msg30213176,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-13 14:59:05,coinmaster241,Member,378,32,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Roadmap is very impressive, hopefully run successful until entering the listing",False
102,msg30215500,https://bitcointalk.org/index.php?topic=2399904.0,msg30213176,5908,Announcements (Altcoins),2018-02-13 15:32:06,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Quote from: mobile11 on February 12, 2018, 02:46:15 PM i like this a lot, a great project indeed!!  Thank you for your appreciation. The constantly growing support from the community proves the high demand for our solution on the market. We remind you that only 27.4% of the tokens will be available for the whitelisted users with the biggest bonuses possible. We will send notifications on the upcoming ICO and detailed instructions on how to participate in the token sale.  Thank you!",False
103,msg30217218,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-13 15:56:59,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"For those asking about market share, here are SafeCrypt.io income projections on the cryptoexchange market.  Market Share Daily aggregate exchange volume of the top 100 most popular cryptoexchange platforms is more than $8 bln. and it keeps growing constantly. SafeCrypt.io exchange will take 0.06% fee per transaction, which would be one the lowest fees on the cryptomarket. By providing the highest quality cryptoexchange service and effectively satisfying the market demand, SafeCrypt will achieve strong economic growth and increase its market share:  Pessimistic Prediction Market Share = 0.9% Daily Exchange Volume = 0.9% of 8bln = 72000000 ($72mln) SafeCrypt.io fee = 0.06% of 72mln = 43200 (~$43 thousand daily)  Realistic Prediction Market Share = 5% Daily Exchange Volume = 5% of 8bln = 400000000 ($400mln) SafeCrypt.io fee = 0.06% of 400mln = 240000 ($240 thousand daily)  Optimistic Prediction Market Share = 9.6% Daily Exchange Volume = 9.6% of 8bln = 768000000 ($768mln) SafeCrypt.io fee = 0.06% of 768mln = 460800 (~$460 thousand daily)  It goes without saying that SafeCrypt.io will put all reasonable efforts into making the optimistic prediction become reality. 9.6% of market share is achievable with sufficient funding and by focusing the available resources on the realization of the planned activities (as specified on p.23-24 of the Whitepaper).  The lowest fees on the market, solid development team, implementation of effective marketing strategy and constantly growing reputation of SafeCrypt.io Exchange will ensure exponential growth of the platform’s popularity up until it becomes the place-to-go when it comes to cryptoexchange. Our marketing team claims that it should be called a “very optimistic” prediction; and although the numbers clearly show that it is possible (exchange volumes’ increase rate is growing each day), SafeCrypt development team decided not to single out such prediction.  With Kind Regards, SafeCrypt.io Team",False
104,msg30316408,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-15 04:24:52,Xiaolongnu,Jr. Member,378,3,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Can you public the concept of your exchange dev?,False
105,msg30416262,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-16 14:49:34,jiyanshshukla,Newbie,54,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Nice program it will be the future of all cryptocurrency thanks,False
106,msg30536904,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-18 11:48:23,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Dear community!  SafeCrypt.io hit a benchy score of 4.9 out of 5 on ICObench: https://icobench.com/ico-analyzer?ico=safecrypt  We are also proud to get the highest rating from one of the top ICO experts in the world, Nathan Christian !    With your kind support we are going to become one of the biggest ICO projects this year!",False
107,msg29721199,https://bitcointalk.org/index.php?topic=2399904.0,msg29719847,5908,Announcements (Altcoins),2018-02-06 13:43:20,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   Dear MaoloSam, thank you for your question. Here is an excerpt from the Whitepaper about dividends and token repurchase (p.27):  Dividends  Once SafeCrypt exchange is fully functional, the major token holders will receive monthly dividends in accordance to the amount of tokens the investors hold. The dividends will be distributed monthly among the biggest token holders from the moment of SafeCrypt.io platform official release. The minimum amount of SFC tokens the stakeholder owns must be 1% of total token supply or more in order to receive dividends. The value for dividends is calculated from net operating surplus.  Thus, let's say that having generated $13,8mln of income from fees (calculated based on the Optimistic Prediction of 9.6% of market share, refer to p.26 of the Whitepaper), SafeCrypt.io has $10mln of net operating surplus. A stakeholder owning 1% of total SFC will gain dividends equal to $100000 each month ($100 thousand monthly).  Token Repurchase  Stage 1 SafeCrypt will initiate the repurchase process of the tokens sold during the crowdsale 6 months after the ICO is over at a price of 115% of the initial value in order to stabilize the market price and compensate for the sale bonuses. Every investor will be able to benefit at least 15% of their investment by simply selling the tokens on the market.  Stage 2 After the official release of the exchange platform SafeCrypt.io will initiate the second phase of token buy back at a rate of 200% of the initial token price. Note: The buyback process will guarantee the minimum token value on the secondary market and will enable the SFC token holders to benefit directly via trading.   Thus, to be eligible for dividends a contributor must hold 1% or more of the total amount of tokens issued. The dividends are paid in a form of ETH, BTC or other major cryptocurrencies directly to a contributor's wallet (by default, the ETH wallet address used by a contributor during registration). Note that all the unsold tokens will be burnt, therefore the 1% of total tokens left might be much less and with all additional bonuses investors will be able to save a lot. We remind you that up to 27.4% of the tokens will be available for the whitelisted backers. The special presale for those who get whitelisted will last for 24 hours only. Bonuses for early backers will be x3 of those available for the rest of the presale phase.  Hopefully that answers your question,  Thank you.",False
108,msg29872720,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-08 16:31:38,emanuelgunter,Newbie,70,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,It would be nice to have a good alternative like that to huge cold wallets!,False
109,msg29908709,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-09 07:31:28,rudilo,Member,700,11,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"This SafeCrypt.IO project I really support the idea of this project .. i see the project has a very promising prospect, a project that is very potential .. this project offers ""Cascade data encryption ensures security with the highest standards of information possible"" I think this project deserves the support of the cryptotrader community..this will be a successful and big project ... i will follow the progress of this project, i am sure this project will get success",False
110,msg29909253,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-09 07:42:54,Jeffdandave,Newbie,70,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,one of our goals is to demonstrate the promised survival and initial value to the SafeCrypt.io token holder. The SafeCrypt.io team has effectively operated a fraction of the SafeCrypt.io framework to present functional prototypes of the cryptoexchange platform,False
111,msg29989154,https://bitcointalk.org/index.php?topic=2399904.0,msg29721199,5908,Announcements (Altcoins),2018-02-10 11:34:35,bitok50,Full Member,196,100,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   I like your idea, hopefully your SafeCrypt project runs successfully, I'm sure the increasing number of exchangers will make the crypto community grow well. When i read some of the advantages that are in the top thread,i find the ease of the exchange process,this is in need because very rarely there is an easy and uncomplicated exchange",False
112,msg29992953,https://bitcointalk.org/index.php?topic=2399904.0,msg29486272,5908,Announcements (Altcoins),2018-02-10 12:45:08,Stradivaria87,Newbie,18,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   With devs like you and so much work you've done, this project has an awesome future, if only all ICOs were like this one! I am happy to be a supporter of your project! People should join your bounty to make you a huge success!  I can't wait for the presale to start!",False
113,msg30053747,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 09:30:09,Fabio Houston,Newbie,70,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Burn tokens, great for every one. I joined your airdrop Good luck to you",False
114,msg30059846,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 11:07:14,laramcoin,Newbie,59,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,interesting project.,False
115,msg30063076,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 11:57:50,Ezedaniel17,Member,149,10,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,Look good but I would like to see the smart contract of the tokens..can you please add that to the announcement?.. Thanks in advance,False
116,msg30064215,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 12:15:20,sattitrader,Newbie,9,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,looking very potential project,False
117,msg30064941,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 12:27:00,foxcoin836,Newbie,49,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,following and supporting your project goodluck,False
118,msg30068899,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 13:27:53,Sakulcoin,Newbie,168,0,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"Hi It's good project!  Coincheck collapsed, $400 million in fiat was lost. How many more cases like that should be tolerated to understand that the market needs a zero-risk cryptoexchange? Help us build safe crypto future!",False
119,msg30069549,https://bitcointalk.org/index.php?topic=2399904.0,msg30068346,5908,Announcements (Altcoins),2018-02-11 13:36:59,SafeCrypt.io,Member,210,51,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,"   You do not need to pass KYC to participate in ICO, but make sure to consult with legal specialist prior to participating as in some jurisdictions, such as USA and China, ICO's are a controversial topic, thus make sure you are allowed to participate as a citizen of your country. Hope that answers your question!  With Kind Regards, SafeCrypt.io Team",False
120,msg30069610,https://bitcointalk.org/index.php?topic=2399904.0,,5908,Announcements (Altcoins),2018-02-11 13:38:02,SuiMikira,Member,378,10,,[ANN][ICO][PRESALE] 🔒 SafeCrypt.IO || Fail-safe by Design Cryptoexchange 🔒,I hope that SafeCrypt.IO will become the best exchange in future for crypto trader,False
