id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
23,msg24982508,https://bitcointalk.org/index.php?topic=2318717.0,msg24982454,6388,Announcements (Altcoins),2017-11-21 21:25:54,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  I think we're going to see that after we start the platform.,True
24,msg24805863,https://bitcointalk.org/index.php?topic=2318717.0,msg24775372,6388,Announcements (Altcoins),2017-11-18 19:23:22,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   In this case, read the description of the platform in the first post of this topic. It clearly states that it is to help start the games of other businessmen and this start-up is calculated.",True
25,msg24810345,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-18 21:27:40,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,We will be able to create our own casino or only custom games vs users?,True
26,msg24810492,https://bitcointalk.org/index.php?topic=2318717.0,msg24810345,6388,Announcements (Altcoins),2017-11-18 21:32:45,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  You will be able to create if i understand clearly.,True
27,msg24823391,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-19 06:34:56,obulynin,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,At which conferences on blockchain you plan to participate in order to additionally recommend your product,True
28,msg24829533,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-19 09:34:00,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,how much are you going to invest in a product advertising company?,True
29,msg24831120,https://bitcointalk.org/index.php?topic=2318717.0,msg24590748,6388,Announcements (Altcoins),2017-11-19 10:09:20,StarSLight,Member,322,40,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  In general, as I understand, you can create your own casino and create games in it. Or maybe I did not understand correctly",True
30,msg24832807,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-19 10:48:50,obulynin,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"I think if the developers are able to accomplish all that we're thinking about, there's a new age in the gaming industry.",True
31,msg24834472,https://bitcointalk.org/index.php?topic=2318717.0,msg24831120,6388,Announcements (Altcoins),2017-11-19 11:26:49,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  It's not exactly like that. Casino is Viabet and you can open games on the platform.,True
32,msg24840594,https://bitcointalk.org/index.php?topic=2318717.0,msg24834472,6388,Announcements (Altcoins),2017-11-19 13:30:42,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Thanks for answer. You clarified it for me.,True
33,msg24840699,https://bitcointalk.org/index.php?topic=2318717.0,msg24834472,6388,Announcements (Altcoins),2017-11-19 13:32:35,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Are you sure about this? So it's usual casino with cloud technologies?,True
34,msg24843841,https://bitcointalk.org/index.php?topic=2318717.0,msg24840699,6388,Announcements (Altcoins),2017-11-19 14:27:54,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   VIABET acts both as a casino and a platform where users will be able to launch their own games. Essentially, you can choose to play against us or other users. Let’s say you want to create a dice game. We can fund your bankroll, use our marketing presence to promote your games and you receive a % of the profits. OR alternatively, you can back the bankroll yourself and enjoy the bulk of the profits while we get a % fee which covers commission for operating, maintaining and administering the plays within the system. It can be a way to earn passive income or receive major payouts. It’s up to each individual users risk tolerance/goals. While we will offer decentralized sports betting, and a list of our own provably fair games, however, our main selling point is the user created casino games.",True
35,msg24847310,https://bitcointalk.org/index.php?topic=2318717.0,msg24843841,6388,Announcements (Altcoins),2017-11-19 15:22:39,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,    And if such an event happens. A person likes gambling. And he comes up with a personal game and a list of rules. But this person in programming does not understand. Your team will help such customers in programming to run the game on your platform?,True
36,msg24859005,https://bitcointalk.org/index.php?topic=2318717.0,msg24843841,6388,Announcements (Altcoins),2017-11-19 19:03:44,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   So there will be both passive and active profit. It's exactly what i wanted to know, thanks.",True
37,msg24859335,https://bitcointalk.org/index.php?topic=2318717.0,msg24859005,6388,Announcements (Altcoins),2017-11-19 19:11:15,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  I guess no, it's hard to realize and no sense, but who knows. I think it's will be better if platform will create their own games, but no users.",True
38,msg24860233,https://bitcointalk.org/index.php?topic=2318717.0,msg24859335,6388,Announcements (Altcoins),2017-11-19 19:32:12,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   Why are you against user games? How can these games interfere with the development of the platform?,True
39,msg24880638,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-20 07:24:06,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,The Bounty program is already open? Can I participate and earn tokens?,True
40,msg24883717,https://bitcointalk.org/index.php?topic=2318717.0,msg24880638,6388,Announcements (Altcoins),2017-11-20 08:32:42,Kpss_pro,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  That's an interesting question. I would also like to participate in the Bounty program and earn the Viabet tokens.,True
41,msg24888257,https://bitcointalk.org/index.php?topic=2318717.0,msg24860233,6388,Announcements (Altcoins),2017-11-20 10:11:39,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  I believe that custom games are needed. Since this is what distinguishes the platform from competitors and can make it very popular,True
42,msg24888736,https://bitcointalk.org/index.php?topic=2318717.0,msg24883717,6388,Announcements (Altcoins),2017-11-20 10:22:35,DutchFinity,Full Member,588,102,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   Yes. Go and check the bounty program here: https://bitcointalk.org/index.php?topic=2323680  Happy hunting!,True
43,msg24889823,https://bitcointalk.org/index.php?topic=2318717.0,msg24860233,6388,Announcements (Altcoins),2017-11-20 10:45:08,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  I not will be playing mahjong with your rules, only classic, or if platform will edit rules it's also norm. I think many people agree with me.",True
44,msg24748536,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-17 16:08:40,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,How are things with crypto-exchanges? Already decided on the platforms on which you plan to add your token?,True
45,msg24749488,https://bitcointalk.org/index.php?topic=2318717.0,msg24719998,6388,Announcements (Altcoins),2017-11-17 16:29:31,d0nd1ablo,Newbie,9,0,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   SCAM ALERT!!!!!!!!!!!!!  Stunna, the thing is its smart contract. So we see how much tokens they have and how much tokens are available for distribution. I'm not mentioning the fact that nobody knows on which terms their fake investors joined the crowdsale ( as if terms are different to those who participate with smart-contract that's a case for a class action lawsuit like with Tezos and mr. Draper). The thing is that you can't take coins from crowdsale contract and give it to some people for free, those coins are only sent when someone contributes ethers. And here are all token holders https://etherscan.io/token/0xd70c22ff998cb7c5c36ae1680d1b49a435cd7306#balances as you can see only those who participated in ICO got the tokens, the rest belongs to crowdsale address and 12M they claimed.  They ignored my message that nobody from ICE heard about VIAbet ( and they confirmed that they don't even have a company and everyone sends funds to their joint ""friends and family"" scam project ).  They ignored my accusation that they linked to past and future ICO scams (check the address that created VIABet token). It's on the blockchain and visible to everyone.  They declined to confirm they have the funds.  Lies about SEC ""clearing"". There's no such thing as clearing. They can get No-Action Letter, or allow sales only to accredited investors and do full AML\KYC. But according to the OP they DONT HAVE A COMPANY YET!!!! How did they approach the SEC?! It means they want to grab as much as they can and run.",True
46,msg24750819,https://bitcointalk.org/index.php?topic=2318717.0,msg24690226,6388,Announcements (Altcoins),2017-11-17 16:58:04,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   How to check that person is over 18 years. Is is necessary to verify the persoin?,True
47,msg24753096,https://bitcointalk.org/index.php?topic=2318717.0,msg24750819,6388,Announcements (Altcoins),2017-11-17 17:44:58,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  DNA test. Joke. All checks ""i am adult"" exist only to meet the laws.",True
48,msg24753725,https://bitcointalk.org/index.php?topic=2318717.0,msg24748536,6388,Announcements (Altcoins),2017-11-17 17:57:08,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Bittrex, poloniex, hitbtc, gatecoin",True
49,msg24759145,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-17 20:10:28,culvert.1986,Member,322,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,what do you think in which country will the main target audience of the platform be located?,True
50,msg24759679,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-17 20:24:08,choice84,Member,378,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,at the moment do you feel competing in the development of your kind?,True
51,msg24761376,https://bitcointalk.org/index.php?topic=2318717.0,msg24753725,6388,Announcements (Altcoins),2017-11-17 21:11:47,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,    More exangers they have more simple to work will the platform. It good that they plan several exhangers.,True
52,msg24762362,https://bitcointalk.org/index.php?topic=2318717.0,msg24759679,6388,Announcements (Altcoins),2017-11-17 21:44:07,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  They just haven't competitors for now.,True
53,msg24762465,https://bitcointalk.org/index.php?topic=2318717.0,msg24762362,6388,Announcements (Altcoins),2017-11-17 21:47:47,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Usual casino are competitors, you should keep it in your mind.",True
54,msg24764402,https://bitcointalk.org/index.php?topic=2318717.0,msg24753725,6388,Announcements (Altcoins),2017-11-17 22:52:44,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,    You can also add EtherDelta to that list as well.,True
55,msg24775372,https://bitcointalk.org/index.php?topic=2318717.0,msg24762465,6388,Announcements (Altcoins),2017-11-18 06:53:03,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  a regular casino will not allow you to open your games and become a bookmaker. I do not know,True
56,msg24777007,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-18 07:49:19,Kpss_pro,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,on which purse is it safer to store your tokens?,True
57,msg24778772,https://bitcointalk.org/index.php?topic=2318717.0,msg24777007,6388,Announcements (Altcoins),2017-11-18 08:43:18,DutchFinity,Full Member,588,102,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   Offline wallets are the safest. But they cost money (around the 70 Euro's or so). Trezor wallet and Ledger wallet are the best known. You can google them.  If you don't want to spend money on a wallet you can for ERC20 tokens (based on Ethereum) use www.myetherwallet.com. That's what most people around here with only a few coins do.  Note: When you buy tokens in an ICO or do bounties; never directly use the wallet of your exchange account. They are not ERC20 compatible.  VIABET uses ERC20 standard for its tokens.  I hope this information helps you to get started to buy or hunt your XVIA (VIABET) or other tokens.  Success!,True
58,msg24780923,https://bitcointalk.org/index.php?topic=2318717.0,msg24585417,6388,Announcements (Altcoins),2017-11-18 09:45:32,StarSLight,Member,322,40,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Yeah, me, these transactions are generally upsetting in principle. As for me, they are everywhere overpriced, on any exchange. It would be possible to ask less",True
59,msg24781306,https://bitcointalk.org/index.php?topic=2318717.0,msg24780923,6388,Announcements (Altcoins),2017-11-18 09:56:34,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  where it is indicated such a payment that I do not understand anything,True
60,msg24792837,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-18 14:25:21,Kpss_pro,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,At the moment is already under development on the platform? And at what stage?,True
61,msg24793417,https://bitcointalk.org/index.php?topic=2318717.0,msg24753725,6388,Announcements (Altcoins),2017-11-18 14:36:47,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   Perfect choice! This is one of the best trading platforms.,True
62,msg24800925,https://bitcointalk.org/index.php?topic=2318717.0,msg24775372,6388,Announcements (Altcoins),2017-11-18 17:17:58,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  The main money will be received from players, for them there is no difference.",True
63,msg24801050,https://bitcointalk.org/index.php?topic=2318717.0,msg24800925,6388,Announcements (Altcoins),2017-11-18 17:21:00,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  For players is difference in clear games,True
64,msg24705233,https://bitcointalk.org/index.php?topic=2318717.0,msg24689386,6388,Announcements (Altcoins),2017-11-16 21:45:12,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  That's mean that project will get support attention from people, so it's plus to success of project.",True
65,msg24705719,https://bitcointalk.org/index.php?topic=2318717.0,msg24697906,6388,Announcements (Altcoins),2017-11-16 21:59:47,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  It should be written in white paper, did you read?",True
66,msg24707274,https://bitcointalk.org/index.php?topic=2318717.0,msg24704273,6388,Announcements (Altcoins),2017-11-16 22:45:25,d0nd1ablo,Newbie,9,0,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   SCAM ALERT!!!!!!!!!!!!!  LOL. You do understand that this is smart-contract?! All your tokens are publicly visible. 21M sits on your address which is 30% and rest on contract for distribution. Another lie? I'm actually can't believe how incompetent you are.  SCAM ALERT!!!!!!!!!!!!!,True
67,msg24708934,https://bitcointalk.org/index.php?topic=2318717.0,msg24707274,6388,Announcements (Altcoins),2017-11-16 23:42:33,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"    Clearly, you're an expert of the in-and-outs of financing startup projects Mr. Newbie Account? Do you even know what a seed investment is? Venture capital? How it all works? Do you know what a private sale is and what it entails? The process of it all? This has nothing to do with smart contracts.  Before you start using the word ""scam"" be very careful. I know big words like libel and defamation might be new to you, but there are laws that protect people from blackmailers like you.",True
68,msg24716897,https://bitcointalk.org/index.php?topic=2318717.0,msg24708934,6388,Announcements (Altcoins),2017-11-17 04:25:45,Stunna,Legendary,2380,1130,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"    Probably not the best look when you're trying to raise money. There's a simple way to resolve this, you prove the currently raised funds. The fact that you haven't given any sort of information about your team or your past doesn't inspire a lot of confidence.",True
69,msg24718956,https://bitcointalk.org/index.php?topic=2318717.0,msg24700990,6388,Announcements (Altcoins),2017-11-17 05:38:33,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  That's all right. Especially I liked that you could open your games. This is just a great opportunity for users,True
