id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg41243125,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-30 21:39:04,REYES07,Newbie,33,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Their idea is quite attractive in my mind! Spotless project, absorbing design.  Good luck!",False
44,msg40900774,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-25 19:21:17,ROBINSON83,Copper Member,50,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","The project is excellent, I like their idea, and that you can always subscribe to social networks.",False
45,msg40901205,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-25 19:28:48,Jimiee,Newbie,45,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","The project is cool, it should have a future, and why not then, I personally like everything and the idea too.",False
46,msg40901934,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-25 19:43:23,ScottAdam.,Newbie,37,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Hello! Interesting project. How you will attract users to your project?,False
47,msg40939410,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 11:19:50,coinrating.co,Jr. Member,73,1,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","AcuteCoin has been listed on CoinRating, Check out their profile here: AcuteCoin on CoinRating.co",False
48,msg40958684,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 16:18:06,John MURPHY,Newbie,23,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",noted that the project has a very solid list of partners already now. I will follow the development of the project I think many people will use the service in the future,False
49,msg40959870,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 16:36:08,Tonny COOPER,Newbie,29,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Good evening, DEVs. I have tested all the details of your project and all is really very nice.",False
50,msg40961081,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 16:54:22,B.REED,Newbie,35,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Very interesting project for me. I will continue to monitor how it develops. Perhaps the project will be presented at some conferences.,False
51,msg40961085,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 16:54:30,BAILEYB,Newbie,28,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Interesting project. I think tokens can grow very quickly in price after entering the exchange. Since the project will have millions of users around the world.,False
52,msg40962012,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 17:09:58,Judd-prov,Newbie,31,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","I wish the plan success. Excellent activity, very great logo.  Good luck all!",False
53,msg40962331,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-26 17:15:32,Lan Bell,Newbie,25,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What is the minimum number of tokens are available?  I would like to test how the transaction will pass.,False
54,msg41021316,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-27 15:25:36,geogia122,Newbie,32,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Do we have to go trough KYC in order to join the sale?,False
55,msg41021945,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-27 15:37:05,alihhahaba,Newbie,30,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Team looks big and impressive, what are some previous projects that you worked on?",False
56,msg40528089,https://bitcointalk.org/index.php?topic=3349605.0,msg40527591,2631,Announcements (Altcoins),2018-06-20 15:15:21,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  Is it necessary to get through the registration stage first?,False
57,msg40529090,https://bitcointalk.org/index.php?topic=3349605.0,msg40528089,2631,Announcements (Altcoins),2018-06-20 15:30:36,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  During the ICO period this coin can only be obtained on internal decentralized crypto trade exchanges so must register first, but for the future can be obtained in other external exchanges. That's what I know so far.",False
58,msg40529685,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-20 15:39:25,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Hopefully the team works well and fixes any remaining deficiencies and makes this project exceed expectations and benefit many.,False
59,msg40545521,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-20 20:08:16,Irene Janet,Newbie,42,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Everything looks very nice, but what is the price to obtain these benefits?",False
60,msg40577142,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-21 09:19:44,KeithHopkin,Jr. Member,91,5,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","looks like promising project, interesting to follow hope be a success. good luck",False
61,msg40599248,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-21 14:53:39,Konowitz James,Newbie,36,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","I wish this plan go up well and excellent! Advisable approach, riveting plan, seamless results!",False
62,msg40599961,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-21 15:03:08,lapitopi,Newbie,18,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","The projet is really are promising. In wish your international project success. Please tell me, does this kind of project have competitors? I want to invest.",False
63,msg40604496,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-21 16:07:17,ShelbyMcPersoann,Newbie,10,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",How many tokens are you giving out for reward?,False
64,msg40613048,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-21 18:20:18,identifyuser,Hero Member,630,500,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",The idea of the project AcuteCOIN looks really cool and interesting. I will continue to follow how the project develops,False
65,msg40693451,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-22 21:54:13,Emma.Watson,Newbie,32,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What is the price for 1 token?,False
66,msg40694194,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-22 22:14:10,RICHARD.S,Newbie,42,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Could you give us some information about the soft cap and the hard cap for this project? With it we could get easier way to learn more about the project.,False
67,msg40694635,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-22 22:26:20,RobertNykanen,Newbie,72,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",How this project differs from your competitors?,False
68,msg40695832,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-22 22:59:30,FaitheLeaanAn,Newbie,48,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Interesting project, design is really good, i like it very much!",False
69,msg40696231,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-22 23:11:32,JustinTaner,Newbie,33,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",One question.... when will tokens be distributed/available?,False
70,msg40706020,https://bitcointalk.org/index.php?topic=3349605.0,msg37038224,2631,Announcements (Altcoins),2018-06-23 05:15:30,Bziir,Member,322,10,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","   ACUTECOIN, the Social Crypto platform that offers unparalleled flexibility that will reward all members of the Ecosystem. This secure platform with secure and private contracts is characterized by peer to peer protocols with high personalization, fast transactions, and secure storage.",False
71,msg40706285,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-23 05:24:14,CucakRowo,Full Member,490,167,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Hi, is this mineable coins? Coz i see X11 algo in your first page. if it's mineable, can't see those mining pool.",False
72,msg40725020,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-23 11:49:15,ubertaxi,Newbie,19,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Hello. Can I get tokens anonymously?,False
73,msg40725388,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-23 11:55:33,zaindevice,Newbie,10,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Expect you discover enough resources to cultivate your project!  Good luck team.,False
74,msg40726317,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-23 12:11:51,NELSONHillz,Newbie,30,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Very interesting idea. And with a great social filling. But it is so closed theme that I think you will have some problems with implementing. Anyhow good luck guys,False
75,msg40727050,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-23 12:25:56,EDWARDS COLLINS,Newbie,34,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Hello. Why did you decide to start ICO right now? Are you sure that this is a good time?,False
76,msg40495532,https://bitcointalk.org/index.php?topic=3349605.0,msg40495032,2631,Announcements (Altcoins),2018-06-20 05:29:49,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  As they say on that website It must be made known and clear that AcuteCoin shall not be liable for failure or loss of contribution or failure in performance resulting from causes beyond its reasonable control including but not limited to acts of state or governmental authorities, acts of terrorism, natural catastrophe, storm, flood, earthquake, riot, insurrection, civil disturbance, sabotage, embargo, blockade, acts of war, or power failure. In the event of such delay, AcuteCoin shall be held harmless and indemnified against any and all financial losses or breakdown.",False
77,msg40495864,https://bitcointalk.org/index.php?topic=3349605.0,msg40488147,2631,Announcements (Altcoins),2018-06-20 05:39:29,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  No one knows for sure, because until now they have not announced where the market destination for this coin exchange.",False
78,msg40496139,https://bitcointalk.org/index.php?topic=3349605.0,msg40490296,2631,Announcements (Altcoins),2018-06-20 05:46:24,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  I think if there is no schedule change or update the AcuteCoin system is ready to be mined on a predetermined schedule.,False
