id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
165,msg41335908,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-02 05:54:38,arajpoot,Newbie,18,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Yippee, another exchange with own tokens... All the best.",False
166,msg41506094,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-04 14:44:56,TinkenBeast,Newbie,131,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,So many added-value in your project ! Wish you all the best,False
167,msg41664027,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-06 22:51:01,maksr542,Newbie,43,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Hi people! this project is just awesome! As an expert in the field of crypto-currency, I officially declare that it is worth entering and I personally participate and advise everyone! Best regards, Maks Ri!",False
168,msg41664049,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-06 22:51:34,ifioklee1,Jr. Member,41,2,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"The purposes of this project are clearly explained in details with reasonable facts. Really promising, hoping this project takes off soon enough and achieve the aim of reaching the zenith. Great project and idea, I sincerely wish you good luck and success !!",False
169,msg41666203,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 00:01:08,darkrise,Member,261,10,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"well whoever missed on binance and some other big exchange coins, here is another chance to make it up ! This exchange looks very promising ! Good Luck team.",False
170,msg41667040,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 00:46:06,golden80800,Newbie,16,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Nice project,False
171,msg41667158,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 00:52:12,luksbit,Sr. Member,1036,250,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Could you please explain this part on the website where you cite different types of exchanges, will it be different exchanges aclopadas in the project or different crypto currencies?",False
172,msg41669873,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 02:51:51,nguyentrungtin060,Newbie,14,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,verry good,False
173,msg41670308,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 03:06:48,fesii007,Newbie,27,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,nice project..great work with great team.,False
174,msg41670688,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 03:20:50,mdfaruk12345,Newbie,75,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,I study your project its relly good project. I think this project will be a good position very soon.,False
175,msg41671863,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 04:02:29,DASLOVE,Newbie,18,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"Hi people! this project is just awesome! As an expert in the field of crypto-currency, I officially declare that it is worth entering and I personally participate and advise everyone! Best regards, Maks Ri thank you",False
176,msg41677799,https://bitcointalk.org/index.php?topic=4548871.0,msg40968483,19227,Announcements (Altcoins),2018-07-07 07:07:42,grammerss,Newbie,14,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange, ,False
177,msg41679781,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 07:55:46,Peenu77,Newbie,50,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,"This project is clearly explained in details with reasonable facts. Really promising, hoping this project takes off soon enough and achieve the aim.",False
178,msg41681636,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 08:34:21,Usman125,Newbie,179,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Cointradebase is an exchange coin and these coins and projects are always excellent and good opportunity for big earnings,False
179,msg41681846,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 08:39:06,Bitracium,Newbie,62,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,A step forward in the improvement of exchanges. Excited to start,False
180,msg41681891,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 08:40:10,arif640266,Newbie,3,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,waw2w habbbi,False
181,msg41682078,https://bitcointalk.org/index.php?topic=4548871.0,,19227,Announcements (Altcoins),2018-07-07 08:44:18,Aronno24,Newbie,38,0,,COINTRADEBASE; The Leading Global Blockchain &Multi sided Crypto Exchange,Really awesome project style. Fantabulous job. Hope this project will be to much success.,False
