id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
141,msg27085937,https://bitcointalk.org/index.php?topic=2286053.0,msg27083152,11758,Announcements (Altcoins),2017-12-28 08:43:24,darksnik,Newbie,12,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"  Hi How did you manage to ""work it out quite quickly"" ? I wish i did not write anything on forums and spend my time... Anyway as soon as transaction is successful will inform about it at both posts like i did the previous time  UPD: It`s ok already! Thanks",False
142,msg27087287,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-28 09:15:23,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"The holidays are really holding us back, everybody is spending time with their loved ones, we apologize and will get back to you as soon as possible. It this time please email ico@cointedtoken.com .",False
143,msg27115235,https://bitcointalk.org/index.php?topic=2286053.0,msg26946700,11758,Announcements (Altcoins),2017-12-28 18:27:24,Redbackone,Member,98,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   Merry Cryptmas Cointed. I took part in your ICO and look forward to the future plans (unfortunately I don't have 20 ETH to get the card though!).,False
144,msg27160413,https://bitcointalk.org/index.php?topic=2286053.0,msg27087287,11758,Announcements (Altcoins),2017-12-29 14:54:38,darksnik,Newbie,12,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"  Thank you very much for reply. I really like your service and advised it to my colleagues. But please, it would be extremely better service if your support would answer faster.",False
145,msg27201628,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-30 11:11:35,Redbackone,Member,98,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,I actually found their service to be great. I had an issue recently with a trade and it was resolved on Christmas day no less! I'll be recommending them to all my friends.,False
146,msg27391098,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2018-01-03 08:43:37,ColdCooler,Newbie,23,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Hello, sorry if it may sound too naïve, but a friend of mine helped me out purchase my first Ethereum yesterday, and I would like to buy some of your tokens. How exactly does that happen, what else is there to be done on my side after I purchase the CTD? I use my etherwallet btw. Thanks!",False
147,msg27391161,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2018-01-03 08:44:54,MoKenyanCrypto,Full Member,154,100,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Amazing project check their rating https://www.icoranker.com/ico/cointed/,False
148,msg27393270,https://bitcointalk.org/index.php?topic=2286053.0,msg27391098,11758,Announcements (Altcoins),2018-01-03 09:29:43,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   You can check your Balance right here (https://cointedtoken.com/#token-web3) on our Website.  When using myetherwallet.com follow these instructions:  In your myetherwallet choose the option: ""Add custom Token""  In the fields enter: ETH address: the eth address you receive during the contribution process Symbol: CTD Decimals: 18  Here is also a video guide:  https://www.youtube.com/watch?v=deZ72EYkoQI&t=17s",False
149,msg27394339,https://bitcointalk.org/index.php?topic=2286053.0,msg27391098,11758,Announcements (Altcoins),2018-01-03 09:52:15,Redbackone,Member,98,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   To further add to their reply. Once you purchase the tokens there's nothing else to be done on your side. Sit back and wait for the launch date. After which the tokens will be traded on one or more exchanges. Alternatively you can just hold onto them and watch the value grow like I plan to!,False
150,msg27451533,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2018-01-04 08:00:11,ColdCooler,Newbie,23,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Thank you for helping me. I am currently an owner of a small bunch of CTD. ^_^,False
151,msg26320582,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-14 15:41:17,Jacob_Goldberd,Newbie,18,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Can I find you on facebook for a chat?,False
152,msg26320646,https://bitcointalk.org/index.php?topic=2286053.0,msg26320582,11758,Announcements (Altcoins),2017-12-14 15:42:22,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hi, Yes here is our Facebook page: https://www.facebook.com/CointedICO/",False
153,msg26360016,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-15 08:26:59,MaximPeikovsky,Newbie,12,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,The end of the ICO is 28th of February? Is there a chance that CTD would inflate due to new issues afterwards?,False
154,msg26360373,https://bitcointalk.org/index.php?topic=2286053.0,msg26360016,11758,Announcements (Altcoins),2017-12-15 08:33:43,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,  The number of CTD issued during the ICO is final. The hard cap for the token is 650.000.000 CTD.,False
155,msg26381342,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-15 15:23:50,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,We are pleased to announce the five lucky contributors who won a crypto debit card! https://www.coinstaker.com/crypto-card-giveaway-winners-announcement/,False
156,msg26530695,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-18 08:21:51,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Beware there is a fake website that is imitating our ICO. The only website to get CTD tokens is http://www.cointedtoken.com . Any other website names are not us!,False
157,msg26545279,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-18 13:24:47,coin-continuum,Newbie,49,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Where can I see how is the ICO doing so far?,False
158,msg26549464,https://bitcointalk.org/index.php?topic=2286053.0,msg26545279,11758,Announcements (Altcoins),2017-12-18 14:39:31,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hi, you can check it out on https://cointedtoken.com/#home",False
159,msg26553332,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-18 15:50:03,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Hey guys be sure to check out our Facebook and Twitter pages  https://www.facebook.com/CointedICO/  https://twitter.com/Cointed_ICO,False
160,msg26592679,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-19 09:11:39,McCoiner,Newbie,14,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Which rights do your tokens provide its holders with?,False
161,msg26593375,https://bitcointalk.org/index.php?topic=2286053.0,msg26592679,11758,Announcements (Altcoins),2017-12-19 09:27:08,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hello,  The CTD TOKEN benefits you can find in the whitepaper on page 30/31.  here is a picture that will give you an idea.  http://oi64.tinypic.com/2po9jf8.jpg",False
162,msg26603239,https://bitcointalk.org/index.php?topic=2286053.0,msg26593375,11758,Announcements (Altcoins),2017-12-19 12:51:58,McCoiner,Newbie,14,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Alright, so I have to wait for the end of the ICO in order for discount benefits to be active. Thanks.",False
163,msg26604016,https://bitcointalk.org/index.php?topic=2286053.0,msg26603239,11758,Announcements (Altcoins),2017-12-19 13:06:16,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,    yes this is correct,False
164,msg26605048,https://bitcointalk.org/index.php?topic=2286053.0,msg26604401,11758,Announcements (Altcoins),2017-12-19 13:23:05,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   You can find the ATM locations here https://www.cointed.com/en/atm/,False
165,msg26663169,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-20 13:14:51,WhiteWolfgang,Newbie,17,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,You offer GPUs with 25% increased performance. Can these be bought with cash or only with the Cointed token?,False
166,msg26663443,https://bitcointalk.org/index.php?topic=2286053.0,msg26663169,11758,Announcements (Altcoins),2017-12-20 13:19:39,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,     These GPU's can only be bought with CTD's,False
167,msg26675879,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-20 16:54:53,EdwardStafford,Newbie,21,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I'm interested in your mining, can I take a look at some footage anywhere?",False
168,msg26677418,https://bitcointalk.org/index.php?topic=2286053.0,msg26675879,11758,Announcements (Altcoins),2017-12-20 17:24:28,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,  Here is an album with pictures of a Cointed LTD Mining Farm: https://imgur.com/a/xjiem  And here is a walk around video of the facility in Sweden: https://www.youtube.com/watch?v=3lhUOf7KJxA,False
169,msg26708740,https://bitcointalk.org/index.php?topic=2286053.0,msg26677418,11758,Announcements (Altcoins),2017-12-21 08:20:55,CrackerGraham,Newbie,20,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,    Is that the same facility where you latter got the cool wall painted at?,False
170,msg26709322,https://bitcointalk.org/index.php?topic=2286053.0,msg26708740,11758,Announcements (Altcoins),2017-12-21 08:34:07,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   Yes this is the same one,False
171,msg25977275,https://bitcointalk.org/index.php?topic=2286053.0,msg25964987,11758,Announcements (Altcoins),2017-12-08 15:14:25,MonkeyMadness,Newbie,11,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   Can I sell them using MyEtherWallet after that?,False
172,msg26027500,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-09 13:14:07,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Because of recent high activity in the Ethereum network, we recommend you to use this tool to adjust the gas price! If you want to invest, you have to set the gas price to at least 40 GWEI today see more here: https://ethgasstation.info/",False
173,msg26030290,https://bitcointalk.org/index.php?topic=2286053.0,msg25977275,11758,Announcements (Altcoins),2017-12-09 14:07:33,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Yes, After the end of the ICO.",False
174,msg26126474,https://bitcointalk.org/index.php?topic=2286053.0,msg26126129,11758,Announcements (Altcoins),2017-12-11 08:39:06,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"  Hello, here is more information regarding this:  1. Translation of ANN + Bounty threads, Whitepaper, Website 2. Creation and moderation of local Telegram group + translation of pinned message from the main group  Stakes earned will depend on the activity in the thread and the number of members in the Telegram group.  Creation of local Telegram channel for your language: 5 stakes + 1 stake/member at the end of campaign Website translation: 20 Stakes ANN+Bounty threads: 40 Stakes + 3 Stakes per valid post Whitepaper translation: 70 Stakes Preferred languages are : Arabic Japanese Chinese  For preferred languages, an extra of 10 stakes for website and 20 stakes for whitepaper is handed out!  Application: 1. Send an email to bounty@cointed.com with the following details: - Native language - Translation/moderation experience (if any) - Bitcointalk username - ERC-20 wallet address  Rules: 1. Participants are required to keep the local thread alive by posting regular updates, news or any important announcements. A single post thread will be rejected. 2. Automatic (Google or similar) translations will be rejected. 3. Unnecessary or repeated posts shall be rejected for stake counting 4. Only posts written by the OP will count 5. Applicants must have at least Jr. Member status so they can post images  Note: The translation is not based on first come first serve, read the rules and apply accordingly. Don't start doing any translation before approved by a manager.  Already reserved are: Spanish whitepaper + website   for the rest check the spreadsheet, please https://docs.google.com/spreadsheets/d/1FVjHwOuXfRCYaxgUfa8QYipbrP-dzAiuTS_DpCFHi08/edit#gid=0",False
175,msg26155621,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-11 18:06:54,JammieTomes,Newbie,12,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I would like to participate in the translation, is it possible to contact you in private chat?",False
176,msg26155763,https://bitcointalk.org/index.php?topic=2286053.0,msg26155621,11758,Announcements (Altcoins),2017-12-11 18:10:00,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hello, please follow the application guide and the rules. Offcourse if you need additional support you can write here or in the Bounty thread(https://bitcointalk.org/index.php?topic=2286249.0), or also you can private message us.   Application: 1. Send an email to bounty@cointed.com with the following details: - Native language - Translation/moderation experience (if any) - Bitcointalk username - ERC-20 wallet address  Rules: 1. Participants are required to keep the local thread alive by posting regular updates, news or any important announcements. A single post thread will be rejected. 2. Automatic (Google or similar) translations will be rejected. 3. Unnecessary or repeated posts shall be rejected for stake counting 4. Only posts written by the OP will count 5. Applicants must have at least Jr. Member status so they can post images  Note: The translation is not based on first come first serve, read the rules and apply accordingly. Don't start doing any translation before approved by a manager.",False
177,msg26188274,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-12 09:21:57,whitesleeper,Newbie,2,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,So I understand that you are using GPUs to mine Ethereum? but you also have ASIC or bitcoin too?,False
178,msg26212499,https://bitcointalk.org/index.php?topic=2286053.0,msg26188274,11758,Announcements (Altcoins),2017-12-12 16:42:44,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"  Yea, we are using the GPUs to mine other crypto currencies like Ethereum, but we also have ASIC mining for Bitcoin in our facilities.",False
179,msg26220428,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-12 19:15:33,darksnik,Newbie,12,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Hello guys from Cointed. Would like really to take part of your ICO, choosed your local company (in Austria) as an BTC-SEPA and vice versa exchanger first to see how it works it general with you. Here was some kind of negative text that my last exchange transactioon took long time, but everything is ok now",False
180,msg26247736,https://bitcointalk.org/index.php?topic=2286053.0,msg26220428,11758,Announcements (Altcoins),2017-12-13 08:34:39,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,    Thank you for the support and sorry for the inconvenience.,False
181,msg26249042,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-13 09:04:04,JaxonLewis,Newbie,25,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"So about your partnership with TAS group, is that the known financial-software company?",False
182,msg26250347,https://bitcointalk.org/index.php?topic=2286053.0,msg26249042,11758,Announcements (Altcoins),2017-12-13 09:31:21,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Yes TAS group is dealing with software solutions for electronic money, payment systems, capital markets and ERP.",False
183,msg26262954,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-13 15:21:10,MurrayHead,Newbie,17,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I have been involved with your ICO since the beginning, and I was wondering whether or not there are any new ATMs that installed, or is there simply a way to see their locations? I couldn't find it on the ICO page.",False
184,msg26263095,https://bitcointalk.org/index.php?topic=2286053.0,msg26262954,11758,Announcements (Altcoins),2017-12-13 15:26:01,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   We have them on the ATM radar, which could be found on our official Cointed LTD website. https://www.cointed.com/en/atm",False
185,msg26263200,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-13 15:28:56,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Do not miss out on the chance to get a free crypto credit card that supports direct payments in both fiat and crypto! You have until Dec 14th at 00:00 UTC to contribute to the Cointed ICO to participate in the lottery! https://www.coinstaker.com/cointed-crypto-debit-card-giveaway/,False
186,msg26271704,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-13 20:41:07,Vladdirescu87,Sr. Member,966,264,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Provider of Bitcoin ATMs Cointed Aims to be the First Financial Solutions Provider in the Crypto Industry  Cointed is a startup founded in 2014 with a versatile business model and a diverse team. Their aim is to become one of the first full-fledged financial solutions provider in the crypto industry.  What is Cointed?  Founded back in 2014, before cryptocurrencies hit the main street, Cointed is among the first players in the digital currency industry.With the clear knowledge that in a few years time cryptocurrencies will be reshaping finance, the company opened their first Bitcoin ATM location. Shortly after, Cointed launched its trading platform.  https://coinidol.com/cointed-aims-to-be-first-financial-solutions-provider-in-crypto-industry/",False
187,msg26293818,https://bitcointalk.org/index.php?topic=2286053.0,msg26271704,11758,Announcements (Altcoins),2017-12-14 07:29:55,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,     Thats great!,False
188,msg26298797,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-14 09:13:25,Lancoa,Newbie,21,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Another ico , so do you have any plan to swap this token to other coin ?",False
189,msg26299613,https://bitcointalk.org/index.php?topic=2286053.0,msg26297944,11758,Announcements (Altcoins),2017-12-14 09:30:11,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hi, Yes the giveaway has ended - Dec 14th at 00:00 UTC.",False
190,msg26299939,https://bitcointalk.org/index.php?topic=2286053.0,msg26298797,11758,Announcements (Altcoins),2017-12-14 09:36:36,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   The Cointed token is a utility coin.  You can use the CTD token to reap the benefits of our products and services. You can check all the feature benefits in the whitepaper https://cointedtoken.com/COINTED_Whitepaper.pdf,False
191,msg25728461,https://bitcointalk.org/index.php?topic=2286053.0,msg25725494,11758,Announcements (Altcoins),2017-12-04 14:51:50,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,  We have announced that we are working with Nvidia and Zotac.  https://imgur.com/a/xjiem  https://www.youtube.com/watch?v=YPBhzkVBZr0  EDIT: Removed wrong statement as pointed out by Bfljosh,False
192,msg25728601,https://bitcointalk.org/index.php?topic=2286053.0,msg23205270,11758,Announcements (Altcoins),2017-12-04 14:54:06,Bfljosh,Hero Member,714,500,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   ,False
193,msg25741059,https://bitcointalk.org/index.php?topic=2286053.0,msg25728601,11758,Announcements (Altcoins),2017-12-04 19:21:30,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"     Yes they are our partner, you can ask them. Sorry for the confusion before",False
194,msg25765072,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-05 07:24:40,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"For some of our investors, Christmas is coming earlier! Contribute to the Cointed ICO Project from 7.12,2017 to 14,12.2017 and win a crypto debit card!: https://www.coinstaker.com/cointed-crypto-debit-card-giveaway/",False
195,msg25765343,https://bitcointalk.org/index.php?topic=2286053.0,msg25765072,11758,Announcements (Altcoins),2017-12-05 07:30:51,MaximPeikovsky,Newbie,12,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   Does is matter how much I buy? Or as long as I do buy some CTD in that time period I get the card?,False
196,msg25765909,https://bitcointalk.org/index.php?topic=2286053.0,msg25765343,11758,Announcements (Altcoins),2017-12-05 07:43:35,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   To increase your chances, Cointed will weight the chance that you win a card with the amount you invested. So, the more you invest during this period, the more likely you are to win.",False
197,msg25784869,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-05 13:29:11,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Another independent review of the Cointed ICO! The excitement is building up!:  https://www.youtube.com/watch?v=tmkHSkUaU0g,False
198,msg25784885,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-05 13:29:29,polar_integrity,Newbie,20,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I already have bought some CTD, but if I buy some during the promotion period, would I receive a card?",False
199,msg25786060,https://bitcointalk.org/index.php?topic=2286053.0,msg25784885,11758,Announcements (Altcoins),2017-12-05 13:47:21,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"    Everyone who participates from 00:00:01 UTC on Thursday, December 7, 2017 to 00:00:01 UTC on Thursday, December 14, 2017 will be eligible to win one of the five crypto debit cards.",False
200,msg25834172,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-06 08:08:57,toddler_cobbler,Newbie,13,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,What is the least amount of token that I can buy? I just want to participate for the card promotion.,False
201,msg25835985,https://bitcointalk.org/index.php?topic=2286053.0,msg25834172,11758,Announcements (Altcoins),2017-12-06 08:44:59,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   The Minimum Token Purchase is 1 Wei. The smallest unit of ETH is called Wei.,False
202,msg25847624,https://bitcointalk.org/index.php?topic=2286053.0,msg25835985,11758,Announcements (Altcoins),2017-12-06 12:29:47,Pilgrim_Jones,Newbie,16,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   So I understand that buying small amounts from many accounts , increases your chances of winning a debit card?",False
203,msg25847664,https://bitcointalk.org/index.php?topic=2286053.0,msg25847624,11758,Announcements (Altcoins),2017-12-06 12:30:51,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"    Cointed will weight the chance that you win a card with the amount you invested. So, the more you invest during this period, the more likely you are to win.",False
204,msg25849808,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-06 13:07:36,Vladdirescu87,Sr. Member,966,264,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Debit Card Giveaway  Cointed is partnering payment solutions company to provide a crypto debit card that aims to make payments in crypto part of everyday life. Those who contribute to the the Cointed ICO during December have the chance to win a crypto debit card.  Why a crypto debit card?  Clients will link their wallets to the card, in the same way traditional cards work. Payments will be charged in crypto but the merchant has the opportunity to get paid in fiat. This will allow people who want to spend their crypto to do so without forcing merchants to accept digital currency in their stores.  During the Cointed ICO anyone who contributes with more than 20ETH are get a Cointed Limited crypto card for free.  The Giveaway  However, 20 ETH is quite the amount to invest. Everyone who invests in the period from 00:00:01 UTC on Thursday, December 7, 2017 to 00:00:01 UTC on Thursday, December 14, 2017 will be eligible to win one of the five crypto debit cards. To increase your chances, Cointed will weight the chance that you win a card with the amount you invested. So, the more you invest during this period, the more likely you are to win.  Of course, people who choose to invest more than 20 ETH will still get the Cointed Limited crypto card and will be eligible to participate in the draw.  https://coinidol.com/debit-card-giveaway/",False
205,msg25870403,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-06 18:59:01,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Don't forget our giveaway starts tomorrow! Get your CTD token until 14.12 and win a crypto card!: https://www.coinstaker.com/cointed-crypto-debit-card-giveaway/,False
206,msg25899059,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-12-07 08:19:18,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Hello guys,  The Cointed ICO Twitter page is really starting to grow, so feel free and welcome to join in on that!  Twitter: https://twitter.com/Cointed_ICO",False
